19910108,x126,tvguide,25503,uncoated,uncoated,northus,1911,55,46,0.2,17,78,0.75,20,13.1,1700,50.5,band
19910109,x266,tvguide,25503,uncoated,uncoated,northus,?,55,46,0.3,15,80,0.75,20,6.6,1900,54.9,noband
19910104,b7,modmat,47201,uncoated,coated,northus,?,62,40,0.433,16,80,?,30,6.5,1850,53.8,noband
19910104,t133,massey,39039,uncoated,uncoated,northus,1910,52,40,0.3,16,75,0.3125,30,5.6,1467,55.6,noband
19910111,j34,kmart,37351,uncoated,coated,?,1910,50,46,0.3,17,80,0.75,30,0,2100,57.5,noband
19910104,t218,massey,38039,uncoated,uncoated,northus,1910,50,40,0.267,16.8,76,0.4375,28,8.6,1467,53.8,noband
19910111,x249,roses,35751,coated,coated,canadian,1911,50,46,0.3,16.5,75,0.75,30,0,2600,62.5,noband
19910111,x788,roses,35751,coated,coated,canadian,1911,50,46,0.2,16.5,75,0.75,28,0,2600,62.5,noband
19910112,m372,modmat,47201,uncoated,uncoated,northus,1910,50,45,0.367,12,70,0.75,60,0,1650,60.2,band
19910114,i320,childcraft,37000,uncoated,uncoated,northus,1911,65,43,0.333,16,75,1,32,22.7,1750,45.5,noband
19910114,i337,childcraft,37000,uncoated,uncoated,northus,1910,65,43,0.2,16,68,0.75,30,15.5,1750,48.5,noband
19910111,x352,hanovrhouse,35539,uncoated,uncoated,northus,1911,50,50,0.367,14,80,0.75,40,10.5,1700,52.6,band
19910117,x67,hanovrhous,35539,uncoated,uncoated,northus,1911,50,50,0.3,15,70,1,30,10,1600,50,band
19910125,x817,guideposts,23052,uncoated,uncoated,northus,1911,40,45,0.3,14.5,70,0.625,25,0,1500,59.5,band
19910117,x273,hanovrhous,35539,uncoated,uncoated,northus,1911,50,43,0.267,16,75,1,20,15.8,1600,49.5,noband
19910103,f108,modmat,47201,coated,coated,northus,1911,?,45,0.233,15,87,1,?,0,1400,62.5,band
19910129,f237,homeshop,38064,coated,coated,canadian,1911,30,45,0.2,14,65,?,?,0,1600,62.5,noband
19910129,f267,homeshop,38064,coated,coated,canadian,1911,30,45,0.2,15.5,65,?,?,5.9,1600,58.8,noband
19910123,s21,uscav,35521,uncoated,uncoated,canadian,1910,60,38,0.267,16.4,64,0.75,?,11,1400,54.9,noband
19910123,f492,uscav,35521,uncoated,uncoated,canadian,1911,60,38,0.333,16.5,66,0.75,?,6.7,1400,56.2,noband
19910130,x799,colortil,37571,coated,coated,canadian,1911,50,45,0.233,16,70,0.8125,30,0,2400,58.8,noband
19910130,x823,colortil,35751,coated,coated,canadian,1911,40,45,0.2,15,76,0.8125,30,0,2400,62.5,noband
19910117,x163,wards,37340,coated,coated,canadian,1911,30,43,0.2,16.3,70,0.8125,25,1.2,2200,58.1,noband
19910127,o4,target,35816,coated,coated,canadian,1911,40,41,0.2,15.8,72,1,30,0,2000,62.5,band
19910131,e84,kmart,37352,coated,coated,scandanavian,1911,40,42,0.2,14.5,74,1,25,8,2100,57.5,band
19910201,e81,kmart,37352,coated,coated,scandanavian,1911,45,42,0.2,14,70,1,20,8,1850,57.5,band
19910130,e72,kmart,37352,uncoated,coated,scandanavian,1911,50,45,0.3,15,76,1,30,8,2150,57.5,noband
19910130,e310,kmart,37352,uncoated,coated,scandanavian,1911,50,45,0.3,15.2,72,1,25,5.9,2150,58.8,noband
19910201,x29,woolworth,37080,coated,coated,canadian,1911,35,42,?,15,75,0.75,30,0,2100,58.8,band
19910118,x292,ames,37157,coated,coated,canadian,1910,30,45,0.233,17,70,0.75,35,0,2200,58.8,band
19910206,j9,kmart,37352,uncoated,coated,northus,1911,37.5,44,0.2,16,90,0.75,28,20,2050,45,noband
